projectName,unitName,epShort,samplingStartDate,plot,transectNo,speciesCode,scientificName,logDiameter,decayClassID
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,3.4,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,3.45,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,5,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,2,PSME,Pseudotsuga menziesii,3.45,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,3,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,3,1,PSME,Pseudotsuga menziesii,5.4,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,3,1,PSME,Pseudotsuga menziesii,5.8,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,1,PSME,Pseudotsuga menziesii,12.1,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,1,UNKN,Unknown species,27.1,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,2,PSME,Pseudotsuga menziesii,3.9,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,5.1,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,4.1,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,7.5,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,4.6,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,5.5,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,3,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,5,1,PSME,Pseudotsuga menziesii,4.1,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,5,2,UNKN,Unknown species,5.2,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,6,2,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,7,2,PSME,Pseudotsuga menziesii,5.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,7,2,PSME,Pseudotsuga menziesii,3.6,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,7,2,PSME,Pseudotsuga menziesii,3.3,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,8,1,PSME,Pseudotsuga menziesii,10.8,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,8,2,UNKN,Unknown species,7.1,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,9,2,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,10,2,UNKN,Unknown species,5.3,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,11,3,UNKN,Unknown species,3.6,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,12,1,UNKN,Unknown species,3,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,12,2,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,12,3,PSME,Pseudotsuga menziesii,3.2,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,14,1,UNKN,Unknown species,4,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,14,2,UNKN,Unknown species,8.1,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,1,UNKN,Unknown species,4,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,2,PSME,Pseudotsuga menziesii,4.5,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,3,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,1,PSME,Pseudotsuga menziesii,19.2,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,1,PSME,Pseudotsuga menziesii,14.2,4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,2,UNKN,Unknown species,3.5,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,3,PSME,Pseudotsuga menziesii,4.1,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,3,PSME,Pseudotsuga menziesii,4.3,2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,3,PSME,Pseudotsuga menziesii,5.3,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,3,PSME,Pseudotsuga menziesii,5.9,3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,20,1,PSME,Pseudotsuga menziesii,16.5,5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,20,2,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,1,PSME,Pseudotsuga menziesii,5.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,3,ABAM,Abies amabilis,4.6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,3,ABAM,Abies amabilis,3.4,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,3,PSME,Pseudotsuga menziesii,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,2,1,PSME,Pseudotsuga menziesii,6.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,2,2,PSME,Pseudotsuga menziesii,4.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,2,2,UNKN,Unknown species,5.2,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,2,3,ABAM,Abies amabilis,3.3,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,2,3,ABAM,Abies amabilis,3.2,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,2,ABGR,Abies grandis,3.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,2,UNKN,Unknown species,3.7,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,3,PSME,Pseudotsuga menziesii,6.4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,1,PSME,Pseudotsuga menziesii,16,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,1,PSME,Pseudotsuga menziesii,7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,1,UNKN,Unknown species,5.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,2,ABGR,Abies grandis,9.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,2,PSME,Pseudotsuga menziesii,8.5,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,2,PSME,Pseudotsuga menziesii,13.5,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,2,UNKN,Unknown species,5.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,2,UNKN,Unknown species,11.2,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,4,3,UNKN,Unknown species,6.9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,1,PIPO,Pinus ponderosa,4.6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,1,PSME,Pseudotsuga menziesii,6.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,1,PSME,Pseudotsuga menziesii,10.8,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,1,PSME,Pseudotsuga menziesii,3.6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,2,PSME,Pseudotsuga menziesii,16.5,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,2,PSME,Pseudotsuga menziesii,4.3,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,2,UNKN,Unknown species,12.9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,2,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,3,ABGR,Abies grandis,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,3,PSME,Pseudotsuga menziesii,6.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,3,UNKN,Unknown species,12,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,3,UNKN,Unknown species,13.7,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,1,PSME,Pseudotsuga menziesii,6.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,1,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,2,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,7.3,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,4.9,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,5.8,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,3.8,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,4.7,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,3.4,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,PSME,Pseudotsuga menziesii,7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,6,3,UNKN,Unknown species,5.4,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,8.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,3.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,6.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,4.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,PSME,Pseudotsuga menziesii,6.1,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,UNKN,Unknown species,8.6,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,1,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,2,ABGR,Abies grandis,4.9,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,2,PSME,Pseudotsuga menziesii,4.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,2,PSME,Pseudotsuga menziesii,6.7,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,2,UNKN,Unknown species,5.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,3,PSME,Pseudotsuga menziesii,4.2,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,3,PSME,Pseudotsuga menziesii,6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,3,UNKN,Unknown species,3.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,3,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,1,UNKN,Unknown species,5.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,1,UNKN,Unknown species,4,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,2,ABGR,Abies grandis,7.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,2,ABGR,Abies grandis,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,2,UNKN,Unknown species,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,2,UNKN,Unknown species,8.9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,19.6,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,7.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,3.3,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,PSME,Pseudotsuga menziesii,8.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,8,3,UNKN,Unknown species,6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,1,UNKN,Unknown species,13.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,1,UNKN,Unknown species,6.3,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,2,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,ABGR,Abies grandis,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,ABGR,Abies grandis,4.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,PSME,Pseudotsuga menziesii,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,UNKN,Unknown species,7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,3,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,ABGR,Abies grandis,6.2,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,ABGR,Abies grandis,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,ABGR,Abies grandis,3.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,PSME,Pseudotsuga menziesii,14,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,PSME,Pseudotsuga menziesii,13.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,UNKN,Unknown species,4.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,1,UNKN,Unknown species,9.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,2,PSME,Pseudotsuga menziesii,12.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,2,PSME,Pseudotsuga menziesii,4.2,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,2,PSME,Pseudotsuga menziesii,9.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,2,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,2,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,3,UNKN,Unknown species,7.8,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,10,3,UNKN,Unknown species,4.2,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,1,ABGR,Abies grandis,15.4,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,1,ABGR,Abies grandis,3.6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,1,ABGR,Abies grandis,30,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,1,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,2,UNKN,Unknown species,7.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,3,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,3,PSME,Pseudotsuga menziesii,3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,3,PSME,Pseudotsuga menziesii,6.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,3,PSME,Pseudotsuga menziesii,4.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,1,PSME,Pseudotsuga menziesii,6.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,1,PSME,Pseudotsuga menziesii,4.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,PSME,Pseudotsuga menziesii,6.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,PSME,Pseudotsuga menziesii,7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,PSME,Pseudotsuga menziesii,5,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,PSME,Pseudotsuga menziesii,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,4.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,5.5,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,6.4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,5.5,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,2,UNKN,Unknown species,4.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,3,PSME,Pseudotsuga menziesii,4.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,3,PSME,Pseudotsuga menziesii,4.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,3,UNKN,Unknown species,4.9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,3,UNKN,Unknown species,4.4,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,12,3,UNKN,Unknown species,4.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,2,PSME,Pseudotsuga menziesii,8.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,3,PREM,Prunus emarginata,5.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,3,PSME,Pseudotsuga menziesii,6.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,1,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,1,PSME,Pseudotsuga menziesii,3.5,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,1,PSME,Pseudotsuga menziesii,5.8,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,ABGR,Abies grandis,3.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,ABGR,Abies grandis,3.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,PREM,Prunus emarginata,6.4,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,UNKN,Unknown species,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,UNKN,Unknown species,5.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,2,UNKN,Unknown species,8.6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,3.4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,5.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,5.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,5.4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,ABGR,Abies grandis,5.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,PSME,Pseudotsuga menziesii,6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,PSME,Pseudotsuga menziesii,14.6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,UNKN,Unknown species,4.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,14,3,UNKN,Unknown species,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,1,PSME,Pseudotsuga menziesii,3.1,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,1,PSME,Pseudotsuga menziesii,8.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,1,PSME,Pseudotsuga menziesii,5.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,1,PSME,Pseudotsuga menziesii,8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,1,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,2,PSME,Pseudotsuga menziesii,3.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,2,UNKN,Unknown species,4.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,2,UNKN,Unknown species,4.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,ABGR,Abies grandis,3.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,4.6,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,5.5,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,5.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,3.7,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,3,PSME,Pseudotsuga menziesii,3.1,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,1,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,1,UNKN,Unknown species,4.4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,1,UNKN,Unknown species,5.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,ABGR,Abies grandis,5.6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,ABGR,Abies grandis,5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,PSME,Pseudotsuga menziesii,4.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,2,UNKN,Unknown species,4.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,3,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,3,PSME,Pseudotsuga menziesii,3.5,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,16,3,UNKN,Unknown species,3.9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,1,ABGR,Abies grandis,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,1,ABGR,Abies grandis,3.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,3,UNKN,Unknown species,3.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,1,PSME,Pseudotsuga menziesii,14.2,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,1,UNKN,Unknown species,3.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,2,ABGR,Abies grandis,7.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,2,PIMO3,Pinus monticola,15.9,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,2,UNKN,Unknown species,10.6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,ABGR,Abies grandis,3.7,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,ABGR,Abies grandis,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,UNKN,Unknown species,18.4,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,UNKN,Unknown species,6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,UNKN,Unknown species,9,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,18,3,UNKN,Unknown species,16.3,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,1,UNKN,Unknown species,6.1,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,1,UNKN,Unknown species,3.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,2,ABGR,Abies grandis,5.9,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,2,ABGR,Abies grandis,9.3,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,2,UNKN,Unknown species,3.9,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,2,UNKN,Unknown species,3.6,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,3,PIPO,Pinus ponderosa,7.9,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,3,PSME,Pseudotsuga menziesii,7.6,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,3,UNKN,Unknown species,4.1,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,1,PSME,Pseudotsuga menziesii,6.9,2
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,1,UNKN,Unknown species,3.2,4
